"country","iso2c","iso3c","year","status","lastupdated","gni_per_capita","gdp_per_capita","population","trade_gdp","region","capital","longitude","latitude","income","lending","high_income_threshold","running_var","treatment","running_var_centered"
"Aruba","AW","ABW",2018,"","2025-04-15",28130,30082.1276448186,108908,145.213552350892,"Latin America & Caribbean","Oranjestad","-70.0167","12.5167","High income","Not classified",12376,15754,1,15.754
"Australia","AU","AUS",2018,"","2025-04-15",53080,57196.4220783778,24963258,43.7360650798433,"East Asia & Pacific","Canberra","149.129","-35.282","High income","Not classified",12376,40704,1,40.704
"Australia","AU","AUS",2022,"","2025-04-15",60710,64997.0136536475,26014399,45.8217702307271,"East Asia & Pacific","Canberra","149.129","-35.282","High income","Not classified",13845,46865,1,46.865
"Australia","AU","AUS",2019,"","2025-04-15",54890,54972.7017885437,25334826,46.1875018936291,"East Asia & Pacific","Canberra","149.129","-35.282","High income","Not classified",12536,42354,1,42.354
"Australia","AU","AUS",2020,"","2025-04-15",53630,51791.540179984,25649248,44.6644560654359,"East Asia & Pacific","Canberra","149.129","-35.282","High income","Not classified",12696,40934,1,40.934
"Australia","AU","AUS",2023,"","2025-04-15",63150,64820.9117890026,26658948,49.2251840594381,"East Asia & Pacific","Canberra","149.129","-35.282","High income","Not classified",14005,49145,1,49.145
"Australia","AU","AUS",2021,"","2025-04-15",57180,60607.7788605166,25685412,40.3024802691697,"East Asia & Pacific","Canberra","149.129","-35.282","High income","Not classified",13205,43975,1,43.975
"Austria","AT","AUT",2023,"","2025-04-15",55030,56033.573792065,9131761,116.813919411879,"Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified",14005,41025,1,41.025
"Austria","AT","AUT",2018,"","2025-04-15",48990,51194.0749841299,8840521,108.377969971828,"Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified",12376,36614,1,36.614
"Austria","AT","AUT",2022,"","2025-04-15",55930,52176.6649141178,9041851,124.38345148483,"Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified",13845,42085,1,42.085
"Austria","AT","AUT",2021,"","2025-04-15",53220,53648.7190742245,8955797,111.032268737901,"Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified",13205,40015,1,40.015
"Austria","AT","AUT",2020,"","2025-04-15",49050,48716.4098900349,8916864,99.9482141095975,"Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified",12696,36354,1,36.354
"Austria","AT","AUT",2019,"","2025-04-15",51050,49885.9947355204,8879920,108.207284904426,"Europe & Central Asia","Vienna","16.3798","48.2201","High income","Not classified",12536,38514,1,38.514
"Azerbaijan","AZ","AZE",2018,"","2025-04-15",4080,4739.7943123408,9939771,91.6725765369825,"Europe & Central Asia","Baku","49.8932","40.3834","Upper middle income","IBRD",12376,-8296,0,-8.296
"Azerbaijan","AZ","AZE",2019,"","2025-04-15",4510,4805.75371765917,10024283,85.8181454084561,"Europe & Central Asia","Baku","49.8932","40.3834","Upper middle income","IBRD",12536,-8026,0,-8.026
"Azerbaijan","AZ","AZE",2021,"","2025-04-15",4910,5408.04535175023,10137750,76.286865687015,"Europe & Central Asia","Baku","49.8932","40.3834","Upper middle income","IBRD",13205,-8295,0,-8.295
"Azerbaijan","AZ","AZE",2023,"","2025-04-15",6660,7125.90858368611,10153958,83.6193503542524,"Europe & Central Asia","Baku","49.8932","40.3834","Upper middle income","IBRD",14005,-7345,0,-7.345
"Azerbaijan","AZ","AZE",2020,"","2025-04-15",4480,4229.91064904503,10093121,72.0178676487811,"Europe & Central Asia","Baku","49.8932","40.3834","Upper middle income","IBRD",12696,-8216,0,-8.216
"Azerbaijan","AZ","AZE",2022,"","2025-04-15",5670,7770.594223351,10141756,86.9822732541779,"Europe & Central Asia","Baku","49.8932","40.3834","Upper middle income","IBRD",13845,-8175,0,-8.175
"Bahamas, The","BS","BHS",2023,"","2025-04-15",33330,35896.50510715,399440,82.7048854482687,"Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified",14005,19325,1,19.325
"Bahamas, The","BS","BHS",2019,"","2025-04-15",30960,32979.5401279534,394675,72.547364054025,"Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified",12536,18424,1,18.424
"Bahamas, The","BS","BHS",2020,"","2025-04-15",24180,25155.6725432789,395863,57.9302484384728,"Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified",12696,11484,1,11.484
"Bahamas, The","BS","BHS",2018,"","2025-04-15",30150,32124.4051059669,392717,76.2041249861285,"Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified",12376,17774,1,17.774
"Bahamas, The","BS","BHS",2022,"","2025-04-15",31780,33044.388209429,397538,83.1741573033708,"Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified",13845,17935,1,17.935
"Bahamas, The","BS","BHS",2021,"","2025-04-15",28150,28682.3270000732,396373,72.9515608370203,"Latin America & Caribbean","Nassau","-77.339","25.0661","High income","Not classified",13205,14945,1,14.945
"Bahrain","BH","BHR",2019,"","2025-04-15",25800,27259.7438599327,1483756,135.417543398211,"Middle East & North Africa","Manama","50.5354","26.1921","High income","Not classified",12536,13264,1,13.264
"Bahrain","BH","BHR",2020,"","2025-04-15",23870,24342.8444554718,1472204,135.460985012931,"Middle East & North Africa","Manama","50.5354","26.1921","High income","Not classified",12696,11174,1,11.174
"Bahrain","BH","BHR",2021,"","2025-04-15",25240,27147.8083882286,1504365,153.799316485108,"Middle East & North Africa","Manama","50.5354","26.1921","High income","Not classified",13205,12035,1,12.035
"Bahrain","BH","BHR",2022,"","2025-04-15",28310,30616.2610677495,1524693,166.345617522503,"Middle East & North Africa","Manama","50.5354","26.1921","High income","Not classified",13845,14465,1,14.465
"Bahrain","BH","BHR",2023,"","2025-04-15",28300,29218.8605634137,1577059,157.831886473705,"Middle East & North Africa","Manama","50.5354","26.1921","High income","Not classified",14005,14295,1,14.295
"Bahrain","BH","BHR",2018,"","2025-04-15",24200,26324.4066549559,1503091,144.075372574535,"Middle East & North Africa","Manama","50.5354","26.1921","High income","Not classified",12376,11824,1,11.824
"Bangladesh","BD","BGD",2023,"","2025-04-15",2880,2551.01772674142,171466990,30.9829714104596,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA",14005,-11125,0,-11.125
"Bangladesh","BD","BGD",2019,"","2025-04-15",2220,2129.79896954606,164913055,31.5780544912404,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA",12536,-10316,0,-10.316
"Bangladesh","BD","BGD",2020,"","2025-04-15",2320,2248.85078828233,166298024,26.271447376215,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA",12696,-10376,0,-10.376
"Bangladesh","BD","BGD",2021,"","2025-04-15",2600,2482.84917843357,167658854,27.7240047036631,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA",13205,-10605,0,-10.605
"Bangladesh","BD","BGD",2022,"","2025-04-15",2850,2716.48592677835,169384897,33.7799672705735,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA",13845,-10995,0,-10.995
"Bangladesh","BD","BGD",2018,"","2025-04-15",2020,1965.24372731467,163523103,32.5146317240884,"South Asia","Dhaka","90.4113","23.7055","Lower middle income","IDA",12376,-10356,0,-10.356
"Barbados","BB","BRB",2021,"","2025-04-15",18320,18696.7858952957,282147,NA,"Latin America & Caribbean","Bridgetown","-59.6105","13.0935","High income","IBRD",13205,5115,1,5.115
"Barbados","BB","BRB",2022,"","2025-04-15",22290,22164.0260273876,282318,NA,"Latin America & Caribbean","Bridgetown","-59.6105","13.0935","High income","IBRD",13845,8445,1,8.445
"Barbados","BB","BRB",2020,"","2025-04-15",17610,18347.1109131055,281698,NA,"Latin America & Caribbean","Bridgetown","-59.6105","13.0935","High income","IBRD",12696,4914,1,4.914
"Barbados","BB","BRB",2019,"","2025-04-15",19490,20583.7265786414,281207,NA,"Latin America & Caribbean","Bridgetown","-59.6105","13.0935","High income","IBRD",12536,6954,1,6.954
"Barbados","BB","BRB",2023,"","2025-04-15",22870,23804.0249914995,282336,NA,"Latin America & Caribbean","Bridgetown","-59.6105","13.0935","High income","IBRD",14005,8865,1,8.865
"Barbados","BB","BRB",2018,"","2025-04-15",18820,20055.915870771,280711,NA,"Latin America & Caribbean","Bridgetown","-59.6105","13.0935","High income","IBRD",12376,6444,1,6.444
"Belarus","BY","BLR",2019,"","2025-04-15",6370,6837.76832136779,9419758,130.850132114123,"Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD",12536,-6166,0,-6.166
"Belarus","BY","BLR",2018,"","2025-04-15",5730,6360.05310087258,9438785,139.393394375409,"Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD",12376,-6646,0,-6.646
"Belarus","BY","BLR",2023,"","2025-04-15",7790,7829.05313660622,9178298,132.998797317727,"Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD",14005,-6215,0,-6.215
"Belarus","BY","BLR",2020,"","2025-04-15",6410,6542.8645398436,9379952,118.933883690331,"Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD",12696,-6286,0,-6.286
"Belarus","BY","BLR",2021,"","2025-04-15",7040,7489.71894713888,9302585,136.014450556595,"Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD",13205,-6165,0,-6.165
"Belarus","BY","BLR",2022,"","2025-04-15",7210,7994.64806074889,9228071,120.024207576094,"Europe & Central Asia","Minsk","27.5766","53.9678","Upper middle income","IBRD",13845,-6635,0,-6.635
"Belgium","BE","BEL",2020,"","2025-04-15",46090,45906.2875805246,11538604,156.950121282783,"Europe & Central Asia","Brussels","4.36761","50.8371","High income","Not classified",12696,33394,1,33.394
"Belgium","BE","BEL",2021,"","2025-04-15",51210,51655.7883303715,11586195,177.390305424732,"Europe & Central Asia","Brussels","4.36761","50.8371","High income","Not classified",13205,38005,1,38.005
"Belgium","BE","BEL",2022,"","2025-04-15",53680,50807.2047084918,11680210,191.996289195725,"Europe & Central Asia","Brussels","4.36761","50.8371","High income","Not classified",13845,39835,1,39.835
"Belgium","BE","BEL",2023,"","2025-04-15",54580,54700.9093236712,11787423,168.927603708475,"Europe & Central Asia","Brussels","4.36761","50.8371","High income","Not classified",14005,40575,1,40.575
"Belgium","BE","BEL",2019,"","2025-04-15",48050,46716.6227467964,11488980,165.46547893199,"Europe & Central Asia","Brussels","4.36761","50.8371","High income","Not classified",12536,35514,1,35.514
"Belgium","BE","BEL",2018,"","2025-04-15",45980,47487.2100392561,11427054,168.277692877218,"Europe & Central Asia","Brussels","4.36761","50.8371","High income","Not classified",12376,33604,1,33.604
"Belize","BZ","BLZ",2021,"","2025-04-15",6090,6122.61158580079,395346,99.3162710954122,"Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","Blend",13205,-7115,0,-7.115
"Belize","BZ","BLZ",2019,"","2025-04-15",5870,6190.04792278445,385829,102.122848888331,"Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","Blend",12536,-6666,0,-6.666
"Belize","BZ","BLZ",2020,"","2025-04-15",5170,5227.19363786168,390812,81.821964412463,"Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","Blend",12696,-7526,0,-7.526
"Belize","BZ","BLZ",2018,"","2025-04-15",5630,6031.28139580144,380226,100.664995094298,"Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","Blend",12376,-6746,0,-6.746
"Belize","BZ","BLZ",2022,"","2025-04-15",6710,7068.45478269722,402733,108.52917413145,"Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","Blend",13845,-7135,0,-7.135
"Belize","BZ","BLZ",2023,"","2025-04-15",6890,7459.99815132837,411106,106.531755710256,"Latin America & Caribbean","Belmopan","-88.7713","17.2534","Upper middle income","Blend",14005,-7115,0,-7.115
"Benin","BJ","BEN",2021,"","2025-04-15",1280,1318.83497843483,13413417,48.0548608324409,"Sub-Saharan Africa","Porto-Novo","2.6323","6.4779","Lower middle income","IDA",13205,-11925,0,-11.925
"Benin","BJ","BEN",2019,"","2025-04-15",1170,1130.82135304977,12726755,63.68133231423,"Sub-Saharan Africa","Porto-Novo","2.6323","6.4779","Lower middle income","IDA",12536,-11366,0,-11.366
"Benin","BJ","BEN",2018,"","2025-04-15",1120,1151.74096952152,12383347,61.7951944903448,"Sub-Saharan Africa","Porto-Novo","2.6323","6.4779","Lower middle income","IDA",12376,-11256,0,-11.256
"Benin","BJ","BEN",2022,"","2025-04-15",1350,1264.70765976655,13759501,50.93352007034,"Sub-Saharan Africa","Porto-Novo","2.6323","6.4779","Lower middle income","IDA",13845,-12495,0,-12.495
"Benin","BJ","BEN",2023,"","2025-04-15",1390,1394.37330217623,14111034,51.3504650113905,"Sub-Saharan Africa","Porto-Novo","2.6323","6.4779","Lower middle income","IDA",14005,-12615,0,-12.615
"Benin","BJ","BEN",2020,"","2025-04-15",1190,1197.50136428063,13070169,44.8332333768726,"Sub-Saharan Africa","Porto-Novo","2.6323","6.4779","Lower middle income","IDA",12696,-11506,0,-11.506
"Bermuda","BM","BMU",2021,"","2025-04-15",120990,112712.025120653,64648,72.2026726568347,"North America","Hamilton","-64.706","32.3293","High income","Not classified",13205,107785,1,107.785
"Bermuda","BM","BMU",2022,"","2025-04-15",132240,120897.311155385,64749,75.5111919039139,"North America","Hamilton","-64.706","32.3293","High income","Not classified",13845,118395,1,118.395
"Bermuda","BM","BMU",2019,"","2025-04-15",116920,115798.040775578,64107,77.5601016506443,"North America","Hamilton","-64.706","32.3293","High income","Not classified",12536,104384,1,104.384
"Bermuda","BM","BMU",2023,"","2025-04-15",130290,125841.602522489,64698,77.544001866932,"North America","Hamilton","-64.706","32.3293","High income","Not classified",14005,116285,1,116.285
"Bermuda","BM","BMU",2020,"","2025-04-15",110950,106973.175732348,64382,69.1958803841416,"North America","Hamilton","-64.706","32.3293","High income","Not classified",12696,98254,1,98.254
"Bermuda","BM","BMU",2018,"","2025-04-15",117160,113204.82210838,63831,77.5552703807388,"North America","Hamilton","-64.706","32.3293","High income","Not classified",12376,104784,1,104.784
"Bhutan","BT","BTN",2018,"","2025-04-15",3150,3400.20417159422,759759,79.7397203478125,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA",12376,-9226,0,-9.226
"Bhutan","BT","BTN",2022,"","2025-04-15",3600,3711.32767902157,780914,85.5712165497647,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA",13845,-10245,0,-10.245
"Bhutan","BT","BTN",2020,"","2025-04-15",3040,3191.66907031782,770006,71.8303510017133,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA",12696,-9656,0,-9.656
"Bhutan","BT","BTN",2019,"","2025-04-15",3370,3576.87987077877,764824,76.123516713179,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA",12536,-9166,0,-9.166
"Bhutan","BT","BTN",2021,"","2025-04-15",3300,3570.61257915864,775442,77.5824483207755,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA",13205,-9905,0,-9.905
"Bolivia","BO","BOL",2021,"","2025-04-15",3330,3384.84486479247,11937360,59.0213965631402,"Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD",13205,-9875,0,-9.875
"Bolivia","BO","BOL",2019,"","2025-04-15",3470,3503.8960106182,11671386,56.3973067329667,"Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD",12536,-9066,0,-9.066
"Bolivia","BO","BOL",2020,"","2025-04-15",3150,3099.94219044572,11816299,45.5032625935066,"Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD",12696,-9546,0,-9.546
"Bolivia","BO","BOL",2022,"","2025-04-15",3530,3643.92826968677,12077154,67.755898784076,"Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD",13845,-10315,0,-10.315
"Bolivia","BO","BOL",2018,"","2025-04-15",3320,3500.72642189371,11508368,57.1099646333271,"Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD",12376,-9056,0,-9.056
"Bolivia","BO","BOL",2023,"","2025-04-15",3620,3686.27996490544,12244159,56.4582389632269,"Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD",14005,-10385,0,-10.385
"Bosnia and Herzegovina","BA","BIH",2018,"","2025-04-15",5720,6047.84584261133,3387000,98.4320911961869,"Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD",12376,-6656,0,-6.656
"Bosnia and Herzegovina","BA","BIH",2019,"","2025-04-15",6180,6122.3753450882,3345533,94.5161278874242,"Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD",12536,-6356,0,-6.356
"Bosnia and Herzegovina","BA","BIH",2023,"","2025-04-15",8280,8638.66620201187,3185073,99.8983684696212,"Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD",14005,-5725,0,-5.725
"Bosnia and Herzegovina","BA","BIH",2022,"","2025-04-15",7710,7655.59421024383,3204802,110.20596766123,"Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD",13845,-6135,0,-6.135
"Bosnia and Herzegovina","BA","BIH",2021,"","2025-04-15",6970,7295.3438240957,3244907,96.4859085777747,"Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD",13205,-6235,0,-6.235
"Bosnia and Herzegovina","BA","BIH",2020,"","2025-04-15",6160,6130.31133245161,3299349,82.1112652572898,"Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD",12696,-6536,0,-6.536
