"country","iso2c","iso3c","year","status","lastupdated","gni_per_capita","gdp_per_capita","population","trade_gdp","region","capital","longitude","latitude","income","lending","high_income_threshold","running_var","treatment","running_var_centered"
"Bhutan","BT","BTN",2020,"","2025-04-15",3040,3191.66907031782,770006,71.8303510017133,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA",12696,-9656,0,-9.656
"Bhutan","BT","BTN",2019,"","2025-04-15",3370,3576.87987077877,764824,76.123516713179,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA",12536,-9166,0,-9.166
"Bhutan","BT","BTN",2021,"","2025-04-15",3300,3570.61257915864,775442,77.5824483207755,"South Asia","Thimphu","89.6177","27.5768","Lower middle income","IDA",13205,-9905,0,-9.905
"Bolivia","BO","BOL",2021,"","2025-04-15",3330,3384.84486479247,11937360,59.0213965631402,"Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD",13205,-9875,0,-9.875
"Bolivia","BO","BOL",2019,"","2025-04-15",3470,3503.8960106182,11671386,56.3973067329667,"Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD",12536,-9066,0,-9.066
"Bolivia","BO","BOL",2020,"","2025-04-15",3150,3099.94219044572,11816299,45.5032625935066,"Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD",12696,-9546,0,-9.546
"Bolivia","BO","BOL",2018,"","2025-04-15",3320,3500.72642189371,11508368,57.1099646333271,"Latin America & Caribbean","La Paz","-66.1936","-13.9908","Lower middle income","IBRD",12376,-9056,0,-9.056
"Bosnia and Herzegovina","BA","BIH",2018,"","2025-04-15",5720,6047.84584261133,3387000,98.4320911961869,"Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD",12376,-6656,0,-6.656
"Bosnia and Herzegovina","BA","BIH",2019,"","2025-04-15",6180,6122.3753450882,3345533,94.5161278874242,"Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD",12536,-6356,0,-6.356
"Bosnia and Herzegovina","BA","BIH",2023,"","2025-04-15",8280,8638.66620201187,3185073,99.8983684696212,"Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD",14005,-5725,0,-5.725
"Bosnia and Herzegovina","BA","BIH",2022,"","2025-04-15",7710,7655.59421024383,3204802,110.20596766123,"Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD",13845,-6135,0,-6.135
"Bosnia and Herzegovina","BA","BIH",2021,"","2025-04-15",6970,7295.3438240957,3244907,96.4859085777747,"Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD",13205,-6235,0,-6.235
"Bosnia and Herzegovina","BA","BIH",2020,"","2025-04-15",6160,6130.31133245161,3299349,82.1112652572898,"Europe & Central Asia","Sarajevo","18.4214","43.8607","Upper middle income","IBRD",12696,-6536,0,-6.536
"Botswana","BW","BWA",2020,"","2025-04-15",6600,6323.31419156209,2365894,77.6632128124716,"Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD",12696,-6096,0,-6.096
"Botswana","BW","BWA",2023,"","2025-04-15",8340,7820.23240375076,2480244,68.8572126290116,"Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD",14005,-5665,0,-5.665
"Botswana","BW","BWA",2021,"","2025-04-15",7530,7808.20623956293,2401441,88.7551314233315,"Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD",13205,-5675,0,-5.675
"Botswana","BW","BWA",2022,"","2025-04-15",8250,8329.04032229144,2439892,85.6083027804928,"Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD",13845,-5595,0,-5.595
"Botswana","BW","BWA",2018,"","2025-04-15",6680,7407.95940141786,2299141,87.4551039946493,"Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD",12376,-5696,0,-5.696
"Botswana","BW","BWA",2019,"","2025-04-15",7520,7172.08956480028,2332083,83.0929813601175,"Sub-Saharan Africa","Gaborone","25.9201","-24.6544","Upper middle income","IBRD",12536,-5016,0,-5.016
"Brazil","BR","BRA",2018,"","2025-04-15",9320,9300.66164936497,206107261,28.8762033759743,"Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD",12376,-3056,0,-3.056
"Brazil","BR","BRA",2020,"","2025-04-15",8080,7074.19378281866,208660842,32.3020785463409,"Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD",12696,-4616,0,-4.616
"Brazil","BR","BRA",2019,"","2025-04-15",9410,9029.83326742175,207455459,28.8902578679414,"Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD",12536,-3126,0,-3.126
"Brazil","BR","BRA",2022,"","2025-04-15",8450,9281.33334441234,210306415,38.8160659763397,"Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD",13845,-5395,0,-5.395
"Brazil","BR","BRA",2021,"","2025-04-15",8060,7972.53665048385,209550294,37.6563307568833,"Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD",13205,-5145,0,-5.145
"Brazil","BR","BRA",2023,"","2025-04-15",9280,10294.866680778,211140729,33.8539465938547,"Latin America & Caribbean","Brasilia","-47.9292","-15.7801","Upper middle income","IBRD",14005,-4725,0,-4.725
"Bulgaria","BG","BGR",2023,"","2025-04-15",14280,15885.5391311331,6446596,119.668120344213,"Europe & Central Asia","Sofia","23.3238","42.7105","High income","IBRD",14005,275,1,0.275
"Bulgaria","BG","BGR",2020,"","2025-04-15",9550,10198.5388313404,6934015,110.324081132354,"Europe & Central Asia","Sofia","23.3238","42.7105","High income","IBRD",12696,-3146,0,-3.146
"Bulgaria","BG","BGR",2021,"","2025-04-15",11100,12274.0775950496,6877743,121.157354617771,"Europe & Central Asia","Sofia","23.3238","42.7105","High income","IBRD",13205,-2105,0,-2.105
"Bulgaria","BG","BGR",2022,"","2025-04-15",12770,13644.201582807,6643324,138.84014681798,"Europe & Central Asia","Sofia","23.3238","42.7105","High income","IBRD",13845,-1075,0,-1.075
"Bulgaria","BG","BGR",2019,"","2025-04-15",9440,9838.60058985384,6975761,125.029963140694,"Europe & Central Asia","Sofia","23.3238","42.7105","High income","IBRD",12536,-3096,0,-3.096
"Bulgaria","BG","BGR",2018,"","2025-04-15",8490,9436.14479876055,7025037,128.865565279241,"Europe & Central Asia","Sofia","23.3238","42.7105","High income","IBRD",12376,-3886,0,-3.886
"Cabo Verde","CV","CPV",2019,"","2025-04-15",4420,4380.7811916403,514104,103.602656463726,"Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend",12536,-8116,0,-8.116
"Cabo Verde","CV","CPV",2020,"","2025-04-15",3510,3539.22662027109,514679,78.3934545931901,"Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend",12696,-9186,0,-9.186
"Cabo Verde","CV","CPV",2022,"","2025-04-15",4550,4323.31362665974,519741,96.9941368513357,"Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend",13845,-9295,0,-9.295
"Cabo Verde","CV","CPV",2021,"","2025-04-15",3870,3971.4440744985,516649,77.4550586265341,"Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend",13205,-9335,0,-9.335
"Cabo Verde","CV","CPV",2018,"","2025-04-15",4040,4294.96510456428,513415,105.867524052105,"Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend",12376,-8336,0,-8.336
"Cabo Verde","CV","CPV",2023,"","2025-04-15",4780,4850.98415849643,522331,94.7385904946044,"Sub-Saharan Africa","Praia","-23.5087","14.9218","Lower middle income","Blend",14005,-9225,0,-9.225
"Chile","CL","CHL",2019,"","2025-04-15",14690,14495.716721687,19197744,57.6117545680829,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",12536,2154,1,2.154
"Chile","CL","CHL",2023,"","2025-04-15",15800,17067.8136150601,19658835,60.967093994595,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",14005,1795,1,1.795
"Chile","CL","CHL",2018,"","2025-04-15",14460,15659.4808675628,18893191,58.1770506331731,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",12376,2084,1,2.084
"Chile","CL","CHL",2022,"","2025-04-15",15470,15451.1319576678,19553036,74.9877802139767,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",13845,1625,1,1.625
"Chile","CL","CHL",2020,"","2025-04-15",12960,13114.815470545,19370624,58.1828635629748,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",12696,264,1,0.264
"Chile","CL","CHL",2021,"","2025-04-15",14790,16216.5706467899,19456334,64.8384472541565,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD",13205,1585,1,1.585
"China","CN","CHN",2019,"","2025-04-15",10310,10143.8602206165,1407745000,35.8900960342425,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD",12536,-2226,0,-2.226
"China","CN","CHN",2022,"","2025-04-15",12860,12662.5826712038,1412175000,38.3514820836722,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD",13845,-985,0,-0.985
"China","CN","CHN",2023,"","2025-04-15",13390,12614.0617416421,1410710000,37.3167713639344,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD",14005,-615,0,-0.615
"China","CN","CHN",2021,"","2025-04-15",11950,12617.5051041181,1412360000,37.3019908656372,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD",13205,-1255,0,-1.255
"China","CN","CHN",2020,"","2025-04-15",10520,10408.7195541075,1411100000,34.7542956996066,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD",12696,-2176,0,-2.176
"China","CN","CHN",2018,"","2025-04-15",9540,9905.40638304527,1402760000,37.5657841021374,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD",12376,-2836,0,-2.836
"Colombia","CO","COL",2018,"","2025-04-15",6350,6816.96818309544,49024465,36.5347527968973,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD",12376,-6026,0,-6.026
"Colombia","CO","COL",2019,"","2025-04-15",6630,6472.54544924705,49907985,37.558533980839,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD",12536,-5906,0,-5.906
"Colombia","CO","COL",2022,"","2025-04-15",6640,6674.59601948063,51737944,48.0739778648801,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD",13845,-7205,0,-7.205
"Colombia","CO","COL",2021,"","2025-04-15",6260,6222.62164397614,51188173,40.0591463936128,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD",13205,-6945,0,-6.945
"Colombia","CO","COL",2023,"","2025-04-15",6810,6947.35928681966,52321152,40.4938001523729,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD",14005,-7195,0,-7.195
"Colombia","CO","COL",2020,"","2025-04-15",5850,5339.68711357943,50629997,34.0555709680101,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD",12696,-6846,0,-6.846
"Costa Rica","CR","CRI",2019,"","2025-04-15",12240,12884.6859951989,4999553,65.7605300176622,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD",12536,-296,0,-0.296
"Costa Rica","CR","CRI",2018,"","2025-04-15",12070,12590.2493781614,4957818,66.945342016636,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD",12376,-306,0,-0.306
"Costa Rica","CR","CRI",2021,"","2025-04-15",12630,12838.1185358931,5059988,70.7816423027085,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD",13205,-575,0,-0.575
"Costa Rica","CR","CRI",2023,"","2025-04-15",14260,16942.0268119375,5105525,72.4719990801769,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD",14005,255,1,0.255
"Costa Rica","CR","CRI",2020,"","2025-04-15",11700,12394.0493969492,5034320,60.1398862509533,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD",12696,-996,0,-0.996
"Costa Rica","CR","CRI",2022,"","2025-04-15",13210,13625.9008491328,5081765,82.2275325353143,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD",13845,-635,0,-0.635
"Croatia","HR","HRV",2021,"","2025-04-15",17420,17789.9304736722,3878981,102.308430815836,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD",13205,4215,1,4.215
"Croatia","HR","HRV",2019,"","2025-04-15",15800,15563.8167397199,3949390,101.382013330328,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD",12536,3264,1,3.264
"Croatia","HR","HRV",2020,"","2025-04-15",15130,14808.4620188819,3914206,89.5334538008947,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD",12696,2434,1,2.434
"Croatia","HR","HRV",2022,"","2025-04-15",19370,18466.0955472648,3855641,125.213857590974,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD",13845,5525,1,5.525
"Croatia","HR","HRV",2023,"","2025-04-15",20590,21865.4562838641,3859686,107.700919430599,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD",14005,6585,1,6.585
"Croatia","HR","HRV",2018,"","2025-04-15",14670,15460.4183295843,3988775,99.06781797397,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD",12376,2294,1,2.294
"Cuba","CU","CUB",2019,"","2025-04-15",9010,9232.26115935183,11202846,22.8207944494506,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified",12536,-3526,0,-3.526
"Cuba","CU","CUB",2018,"","2025-04-15",8710,8911.46205964193,11227118,27.0834484996753,"Latin America & Caribbean","Havana","-82.3667","23.1333","Upper middle income","Not classified",12376,-3666,0,-3.666
"Curacao","CW","CUW",2020,"","2025-04-15",16250,16356.0933594414,154947,NA,"Latin America & Caribbean","Willemstad","","","High income","Not classified",12696,3554,1,3.554
"Curacao","CW","CUW",2021,"","2025-04-15",18130,17980.0888397547,152369,NA,"Latin America & Caribbean","Willemstad","","","High income","Not classified",13205,4925,1,4.925
"Curacao","CW","CUW",2022,"","2025-04-15",20450,20501.7522782219,149996,NA,"Latin America & Caribbean","Willemstad","","","High income","Not classified",13845,6605,1,6.605
"Curacao","CW","CUW",2018,"","2025-04-15",18820,19119.1243941688,159336,155.268858771687,"Latin America & Caribbean","Willemstad","","","High income","Not classified",12376,6444,1,6.444
"Curacao","CW","CUW",2019,"","2025-04-15",19140,19220.6866958303,157441,NA,"Latin America & Caribbean","Willemstad","","","High income","Not classified",12536,6604,1,6.604
"Czechia","CZ","CZE",2019,"","2025-04-15",22100,24062.7190013343,10671870,138.154609993871,"Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified",12536,9564,1,9.564
"Czechia","CZ","CZE",2018,"","2025-04-15",20500,23705.9329811299,10629928,145.141717890789,"Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified",12376,8124,1,8.124
"Czechia","CZ","CZE",2020,"","2025-04-15",21770,23472.8915454417,10697858,128.780430305965,"Europe & Central Asia","Prague","14.4205","50.0878","High income","Not classified",12696,9074,1,9.074
"Djibouti","DJ","DJI",2019,"","2025-04-15",2780,2837.17103336917,1088709,320.939002998625,"Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA",12536,-9756,0,-9.756
"Djibouti","DJ","DJI",2020,"","2025-04-15",2790,2881.99924450145,1105188,222.837983303664,"Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA",12696,-9906,0,-9.906
"Djibouti","DJ","DJI",2018,"","2025-04-15",2720,2718.0853229414,1071882,300.398686676008,"Middle East & North Africa","Djibouti","43.1425","11.5806","Lower middle income","IDA",12376,-9656,0,-9.656
"Dominica","DM","DMA",2019,"","2025-04-15",8690,9009.09011545429,67880,NA,"Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend",12536,-3846,0,-3.846
"Dominica","DM","DMA",2018,"","2025-04-15",8200,8137.56520624242,68174,106.96050417924,"Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend",12376,-4176,0,-4.176
"Dominica","DM","DMA",2022,"","2025-04-15",9220,9085.67412772363,66826,NA,"Latin America & Caribbean","Roseau","-61.39","15.2976","Upper middle income","Blend",13845,-4625,0,-4.625
